"ID";"Origen";"Region";"Comuna";"Km";"Peaje";"Tag";"PrecioBruto";"PrecioFinal";"Min";"Activa";"Notas";"Creada";"Actualizada"
"52";"QUILICURA";"SANTIAGO";"SAN JOSE DE MAIPO";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"51";"QUILICURA";"SANTIAGO";"PIRQUE";"50";"1800";"0";"10300";"39920";"38";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"50";"QUILICURA";"SANTIAGO";"MARIA PINTO";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"49";"QUILICURA";"SANTIAGO";"TALAGANTE";"55";"1200";"0";"10550";"40620";"41";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"48";"QUILICURA";"SANTIAGO";"PEÑAFLOR";"50";"1800";"0";"10300";"39920";"38";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"47";"QUILICURA";"SANTIAGO";"PADRE HURTADO";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"46";"QUILICURA";"SANTIAGO";"ISLA DE MAIPO";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"45";"QUILICURA";"SANTIAGO";"EL MONTE";"65";"1200";"0";"12250";"45380";"49";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"44";"QUILICURA";"SANTIAGO";"CALERA DE TANGO";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"43";"QUILICURA";"SANTIAGO";"VITACURA";"25";"1800";"0";"6050";"28020";"21";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"42";"QUILICURA";"SANTIAGO";"SANTIAGO";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"41";"QUILICURA";"SANTIAGO";"SAN RAMON";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"40";"QUILICURA";"SANTIAGO";"SAN MIGUEL";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"39";"QUILICURA";"SANTIAGO";"SAN JOAQUIN";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"38";"QUILICURA";"SANTIAGO";"SAN BERNARDO";"35";"1800";"0";"7750";"32780";"26";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"37";"QUILICURA";"SANTIAGO";"RENCA";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"36";"QUILICURA";"SANTIAGO";"RECOLETA";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"35";"QUILICURA";"SANTIAGO";"QUINTA NORMAL";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"34";"QUILICURA";"SANTIAGO";"PUENTE ALTO";"30";"1800";"0";"6900";"30400";"22";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"33";"QUILICURA";"SANTIAGO";"PUDAHUEL";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"32";"QUILICURA";"SANTIAGO";"PROVIDENCIA";"18";"1800";"0";"4860";"24688";"14";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"31";"QUILICURA";"SANTIAGO";"PEÑALOLEN";"25";"1800";"0";"6050";"28020";"19";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"30";"QUILICURA";"SANTIAGO";"PEDRO AGUIRRE CERDA";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"29";"QUILICURA";"SANTIAGO";"PAINE";"65";"1200";"0";"12250";"45380";"49";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"28";"QUILICURA";"SANTIAGO";"MELIPILLA";"75";"1200";"0";"13950";"50140";"56";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"27";"QUILICURA";"SANTIAGO";"MAIPU";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"26";"QUILICURA";"SANTIAGO";"MACUL";"20";"1800";"0";"5200";"25640";"15";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"25";"QUILICURA";"SANTIAGO";"LO PRADO";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"24";"QUILICURA";"SANTIAGO";"LO ESPEJO";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"23";"QUILICURA";"SANTIAGO";"LO BARNECHEA";"35";"1800";"0";"7750";"32780";"26";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"22";"QUILICURA";"SANTIAGO";"LAS CONDES";"20";"1800";"0";"5200";"25640";"15";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"21";"QUILICURA";"SANTIAGO";"LAMPA";"30";"1800";"0";"6900";"30400";"22";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"20";"QUILICURA";"SANTIAGO";"LA REINA";"25";"1800";"0";"6050";"28020";"19";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"19";"QUILICURA";"SANTIAGO";"LA PINTANA";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"18";"QUILICURA";"SANTIAGO";"LA GRANJA";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"17";"QUILICURA";"SANTIAGO";"LA FLORIDA";"25";"1800";"0";"6050";"28020";"19";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"16";"QUILICURA";"SANTIAGO";"LA CISTERNA";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"15";"QUILICURA";"SANTIAGO";"ESTACION CENTRAL";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"14";"QUILICURA";"SANTIAGO";"EL BOSQUE";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"13";"QUILICURA";"SANTIAGO";"CONCHALI";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"12";"QUILICURA";"SANTIAGO";"COLINA";"50";"1800";"0";"10300";"39920";"38";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"11";"QUILICURA";"SANTIAGO";"CERRO NAVIA";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"10";"QUILICURA";"SANTIAGO";"CERRILLOS";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"9";"QUILICURA";"SANTIAGO";"BUIN";"15";"1800";"0";"4350";"23260";"11";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"8";"QUILICURA";"ANTOFAGASTA";"TOCOPILLA";"1320";"10000";"0";"234400";"667400";"990";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"7";"QUILICURA";"ANTOFAGASTA";"MEJILLONES";"1290";"10000";"0";"229300";"653120";"968";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"6";"QUILICURA";"ANTOFAGASTA";"MARIA ELENA";"1350";"10000";"0";"239500";"681680";"1012";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"5";"QUILICURA";"ANTOFAGASTA";"ANTOFAGASTA";"1260";"10000";"0";"224200";"638840";"945";"true";"";"06-02-2026 17:43";"26-03-2026 14:42"
"4";"QUILICURA";"SANTIAGO";"ÑUÑOA";"37";"2000";"0";"8290";"34292";"15";"true";"";"06-02-2026 01:00";"26-03-2026 14:42"
"3";"QUILICURA";"SANTIAGO";"INDEPENDENCIA";"15";"1800";"0";"4350";"23260";"11";"true";"";"04-02-2026 17:36";"26-03-2026 14:42"
"2";"QUILICURA";"SANTIAGO";"QUILICURA";"0";"1800";"0";"1800";"16120";"0";"true";"";"04-02-2026 16:30";"26-03-2026 14:42"
"1";"QUILICURA";"SANTIAGO";"HUECHURABA";"15";"1800";"0";"4350";"23260";"11";"true";"";"04-02-2026 15:49";"26-03-2026 14:42"
